Corporate;Plant;Building;User Dept;User WoC;Eng WoC;System;Name;Field's Name;Soon to be deleted column;Machine ID;Assets ID
Nutrifood;Ciawi;J2;YDT;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1138;AC Mix Studio;NF1-J2-YDT-AHL-ACD1138;
Nutrifood;Ciawi;J2;YDT;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1139;AC Studio;NF1-J2-YDT-AHL-ACD1139;
Nutrifood;Ciawi;J2;YDT;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1140;AC Training J21;NF1-J2-YDT-AHL-ACD1140;
Nutrifood;Ciawi;J2;YDT;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1141;AC Training J22;NF1-J2-YDT-AHL-ACD1141;
Nutrifood;Ciawi;J2;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1017;Smoke/Heat Detector Gedung J2;NF1-J2-PEA-FEP-FDT1017;
Nutrifood;Ciawi;K1;YDT;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1142;AC Ruang Meeting;NF1-K1-YDT-AHL-ACD1142;
Nutrifood;Ciawi;K1;YDT;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1143;AC Production Manager NS;NF1-K1-YDT-AHL-ACD1143;
Nutrifood;Ciawi;K1;ALL;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1144;AC Office Gd K;NF1-K1-ALL-AHL-ACD1144;
Nutrifood;Ciawi;K1;PEA;Utility;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1145;AC Store Keeper PEA;NF1-K1-PEA-AHL-ACD1145;
Nutrifood;Ciawi;K1;PEA;Utility;Utility;Electricity;Cubicle;Cubicle CBL1001;Cubicle Plant B;NF1-K1-PEA-ELC-CBL1001;U301008EB004
Nutrifood;Ciawi;K1;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1018;Smoke/Heat Detector Gedung K1;NF1-K1-PEA-FEP-FDT1018;
Nutrifood;Ciawi;K1;PEA;Utility;Utility;Electricity;Genset;Genset GST1001;Genset - 1;NF1-K1-PEA-ELC-GST1001;RN30200000094
Nutrifood;Ciawi;K1;PEA;Utility;Utility;Electricity;Genset;Genset GST1002;Genset - 2;NF1-K1-PEA-ELC-GST1002;RF120110BB001
Nutrifood;Ciawi;K1;PEA;Utility;Utility;Electricity;Genset;Genset GST1003;Genset - 3;NF1-K1-PEA-ELC-GST1003;RF301013BB016
Nutrifood;Ciawi;K1;PSA;Scrap;Utility;Laundry;Mesin Cuci;Mesin Cuci MCC1001;Mesin Cuci;NF1-K1-PSA-LAU-MCC1001;F301012LB033
Nutrifood;Ciawi;K1;PSA;Scrap;Utility;Laundry;Mesin Pengering Laundry;Mesin Pengering Laundry MPL1001;Mesin Pengering Laundry;NF1-K1-PSA-LAU-MPL1001;F301012KB027
Nutrifood;Ciawi;K1;PEA;Utility;Utility;Fuel;Tangki Solar;Tangki Solar TSO1002;Tangki Solar 20000 lt;NF1-K1-PEA-FUL-TSO1002;
Nutrifood;Ciawi;K1;PEA;Utility;Utility;Fuel;Tangki Solar;Tangki Solar TSO1003;Tangki Solar Genset;NF1-K1-PEA-FUL-TSO1003;
Nutrifood;Ciawi;K1;PEA;Utility;Utility;Electricity;Trafo;Trafo TRF1002;Trafo Plant B;NF1-K1-PEA-ELC-TRF1002;U301008EB003
Nutrifood;Ciawi;L1;PLF;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1146;AC Office Gudang Jadi;NF1-L1-PLF-AHL-ACD1146;
Nutrifood;Ciawi;L1;PLF;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1147;AC Office Promosi/Retur;NF1-L1-PLF-AHL-ACD1147;
Nutrifood;Ciawi;L1;DTA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1148;AC Ruang Driver;NF1-L1-DTA-AHL-ACD1148;
Nutrifood;Ciawi;L1;YAA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1149;AC Koordinator Security;NF1-L1-YAA-AHL-ACD1149;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Battery;Battery BAT1024;Battery No. 24;NF1-L1-PLF-ELC-BAT1024;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Battery;Battery BAT1025;Battery No. 25;NF1-L1-PLF-ELC-BAT1025;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Battery;Battery BAT1026;Battery No. 26;NF1-L1-PLF-ELC-BAT1026;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Battery;Battery BAT1027;Battery No. 27;NF1-L1-PLF-ELC-BAT1027;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Battery;Battery BAT1028;Battery No. 28;NF1-L1-PLF-ELC-BAT1028;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Battery;Battery BAT1029;Battery No. 29;NF1-L1-PLF-ELC-BAT1029;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Battery;Battery BAT1030;Battery No. 30;NF1-L1-PLF-ELC-BAT1030;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Battery;Battery BAT1031;Battery Tanah Baru;NF1-L1-PLF-ELC-BAT1031;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Charger;Charger CHG1005;Charger Battery L1;NF1-L1-PLF-ELC-CHG1005;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Charger;Charger CHG1006;Charger Battery L2;NF1-L1-PLF-ELC-CHG1006;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Charger;Charger CHG1007;Charger Battery L3;NF1-L1-PLF-ELC-CHG1007;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Charger;Charger CHG1008;Charger Battery L4;NF1-L1-PLF-ELC-CHG1008;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Charger;Charger CHG1009;Charger Battery L5;NF1-L1-PLF-ELC-CHG1009;F303014FN022
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Electricity;Charger;Charger CHG1012;Charger Battery L6;NF1-L1-PLF-ELC-CHG1012;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Dock Leveller;Dock Leveller DLV1001;Dock Leveller L1;NF1-L1-PLF-MHL-DLV1001;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Dock Leveller;Dock Leveller DLV1002;Dock Leveller L2;NF1-L1-PLF-MHL-DLV1002;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Dock Leveller;Dock Leveller DLV1003;Dock Leveller L3;NF1-L1-PLF-MHL-DLV1003;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Dock Leveller;Dock Leveller DLV1004;Dock Leveller L4;NF1-L1-PLF-MHL-DLV1004;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Dock Leveller;Dock Leveller DLV1005;Dock Leveller L5;NF1-L1-PLF-MHL-DLV1005;
Nutrifood;Ciawi;L1;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1019;Smoke/Heat Detector Gedung L1;NF1-L1-PEA-FEP-FDT1019;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Forklift;Forklift FKL1006;Forklift L1 (2,5T);NF1-L1-PLF-MHL-FKL1006;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Forklift;Forklift FKL1007;Forklift L2 (2,5T);NF1-L1-PLF-MHL-FKL1007;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1065;Handpallet L1;NF1-L1-PLF-MHL-HPL1065;T30300000026
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1066;Handpallet L2;NF1-L1-PLF-MHL-HPL1066;N30300000054
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1067;Handpallet L3;NF1-L1-PLF-MHL-HPL1067;N30300000052
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1068;Handpallet L4;NF1-L1-PLF-MHL-HPL1068;T303008AB002
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1069;Handpallet L5;NF1-L1-PLF-MHL-HPL1069;F303013GN037
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1070;Handpallet L6;NF1-L1-PLF-MHL-HPL1070;F303013GN041
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1071;Handpallet L7;NF1-L1-PLF-MHL-HPL1071;F303013GN043
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1072;Handpallet L8;NF1-L1-PLF-MHL-HPL1072;F303015BN001
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1073;Handpallet L9;NF1-L1-PLF-MHL-HPL1073;F303015BN002
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1074;Handpallet L10;NF1-L1-PLF-MHL-HPL1074;F303015BN003
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1075;Handpallet L11;NF1-L1-PLF-MHL-HPL1075;F303015BN004
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1076;Handpallet L12;NF1-L1-PLF-MHL-HPL1076;F303015BN005
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1077;Handpallet L13;NF1-L1-PLF-MHL-HPL1077;F303012AN001
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1078;Handpallet L14;NF1-L1-PLF-MHL-HPL1078;T30300000033
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1079;Handpallet L15;NF1-L1-PLF-MHL-HPL1079;T30300000032
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1080;Handpallet L16;NF1-L1-PLF-MHL-HPL1080;F303011FN010
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1081;Handpallet L17;NF1-L1-PLF-MHL-HPL1081;F303000KN010
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1082;Handpallet L18;NF1-L1-PLF-MHL-HPL1082;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1083;Handpallet L19;NF1-L1-PLF-MHL-HPL1083;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1084;Handpallet L20;NF1-L1-PLF-MHL-HPL1084;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1085;Handpallet L21;NF1-L1-PLF-MHL-HPL1085;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Pallet Mover;Pallet Mover PMV1011;Pallet mover L1;NF1-L1-PLF-MHL-PMV1011;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Pallet Mover;Pallet Mover PMV1012;Pallet mover L2;NF1-L1-PLF-MHL-PMV1012;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Pallet Mover;Pallet Mover PMV1013;Pallet mover L3;NF1-L1-PLF-MHL-PMV1013;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Pallet Mover;Pallet Mover PMV1014;Pallet mover L4;NF1-L1-PLF-MHL-PMV1014;F303014BB001
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Pallet Mover;Pallet Mover PMV1018;Pallet mover L5;NF1-L1-PLF-MHL-PMV1018;
Nutrifood;Ciawi;L1;PEA;Utility;Utility;Electricity;Penangkal Petir;Penangkal Petir PPT1005;Penangkal Petir - 5;NF1-L1-PEA-ELC-PPT1005;
Nutrifood;Ciawi;L1;PEA;WTP;Utility;Water distribution;Pompa;Pompa PMP1058;Pompa Transfer Sumur-1-1;NF1-L1-PEA-WTR-PMP1058;
Nutrifood;Ciawi;L1;PEA;WTP;Utility;Water distribution;Pompa;Pompa PMP1059;Pompa Transfer Sumur-1-2;NF1-L1-PEA-WTR-PMP1059;
Nutrifood;Ciawi;L1;PEA;WTP;Utility;Water distribution;Pompa;Pompa PMP1060;Submersible Sumur-2;NF1-L1-PEA-WTR-PMP1060;
Nutrifood;Ciawi;L1;PEA;WTP;Utility;Water distribution;Pompa;Pompa PMP1061;Pompa Transfer Sumur-2-1;NF1-L1-PEA-WTR-PMP1061;
Nutrifood;Ciawi;L1;PEA;WTP;Utility;Water distribution;Pompa;Pompa PMP1062;Pompa Transfer Sumur-2-2;NF1-L1-PEA-WTR-PMP1062;
Nutrifood;Ciawi;L1;PEA;WTP;Utility;Water distribution;Pompa;Pompa PMP1076;Pompa air pos 2.1;NF1-L1-PEA-WTR-PMP1076;
Nutrifood;Ciawi;L1;PEA;WTP;Utility;Water distribution;Pompa;Pompa PMP1077;Pompa RWH 1;NF1-L1-PEA-WTR-PMP1077;
Nutrifood;Ciawi;L1;PEA;WTP;Utility;Water distribution;Pompa;Pompa PMP1078;Pompa RWH 2;NF1-L1-PEA-WTR-PMP1078;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Reach Truck;Reach Truck RTR1001;Reach Truck L1;NF1-L1-PLF-MHL-RTR1001;F30300000001
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Reach Truck;Reach Truck RTR1002;Reach Truck L2;NF1-L1-PLF-MHL-RTR1002;F30300000002
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Reach Truck;Reach Truck RTR1003;Reach Truck L3;NF1-L1-PLF-MHL-RTR1003;F303010JB017
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1001;Rolling Door L1;NF1-L1-PLF-MHL-ROD1001;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1002;Rolling Door L2;NF1-L1-PLF-MHL-ROD1002;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1003;Rolling Door L3;NF1-L1-PLF-MHL-ROD1003;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1004;Rolling Door L4;NF1-L1-PLF-MHL-ROD1004;
Nutrifood;Ciawi;L1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1005;Rolling Door L5;NF1-L1-PLF-MHL-ROD1005;
Nutrifood;Ciawi;L1;PLF;Fillpack;Fillpack A;Packing;Shrink Tunnel;Shrink Tunnel STL1003;Shrink tunnel Retur;NF1-L1-PLF-PKG-STL1003;
Nutrifood;Ciawi;L2;PLF;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1150;AC Office PLF LOI;NF1-L2-PLF-AHL-ACD1150;
Nutrifood;Ciawi;L2;PLF;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1151;AC Manager PLF;NF1-L2-PLF-AHL-ACD1151;
Nutrifood;Ciawi;L2;DTA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1152;AC Manager Sales;NF1-L2-DTA-AHL-ACD1152;
Nutrifood;Ciawi;L2;PLF;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1153;AC Ruang Meeting L21;NF1-L2-PLF-AHL-ACD1153;
Nutrifood;Ciawi;L2;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1020;Smoke/Heat Detector Gedung L2;NF1-L2-PEA-FEP-FDT1020;
Nutrifood;Ciawi;M1;PLB;Gudang Baku Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1154;AC Baku B Tanah Baru;NF1-M1-PLB-AHL-ACD1154;
Nutrifood;Ciawi;M1;PLF;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1157;AC Musholla Tanah Baru;NF1-M1-PLF-AHL-ACD1157;
Nutrifood;Ciawi;M1;PLF;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1158;AC Office PLF Tanah Baru;NF1-M1-PLF-AHL-ACD1158;
Nutrifood;Ciawi;M1;PLF;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1159;AC Office Retur;NF1-M1-PLF-AHL-ACD1159;
Nutrifood;Ciawi;M1;PLF;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1160;AC Meeting Tanah Baru;NF1-M1-PLF-AHL-ACD1160;
Nutrifood;Ciawi;M1;PEA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1161;AC Ruang Panel Tanah Baru;NF1-M1-PEA-AHL-ACD1161;
Nutrifood;Ciawi;M1;PLF;Gudang Retur;Fillpack A;Packing;Carton sealer;Carton sealer CSL1025;;NF1-M1-PLF-PKG-CSL1025;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Electricity;Charger;Charger CHG1010;Charger Battery M1;NF1-M1-PLF-ELC-CHG1010;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Electricity;Charger;Charger CHG1011;Charger Battery M2;NF1-M1-PLF-ELC-CHG1011;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Dock Leveller;Dock Leveller DLV1006;Dock Leveller M1;NF1-M1-PLF-MHL-DLV1006;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Dock Leveller;Dock Leveller DLV1007;Dock Leveller M2;NF1-M1-PLF-MHL-DLV1007;
Nutrifood;Ciawi;M1;PLB;Gudang Jadi;Utility;Material handling;Dock Leveller;Dock Leveller DLV1008;Dock Leveller M3;NF1-M1-PLB-MHL-DLV1008;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Dock Leveller;Dock Leveller DLV1009;Dock Leveller M4;NF1-M1-PLF-MHL-DLV1009;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Forklift;Forklift FKL1008;Forklift M1 (3T);NF1-M1-PLF-MHL-FKL1008;
Nutrifood;Ciawi;M1;PEA;Gudang Jadi;Utility;Electricity;Genset;Genset GST1004;Genset - 4;NF1-M1-PEA-ELC-GST1004;
Nutrifood;Ciawi;M1;PLF;;Fillpack A;Packing;Glue Dispenser;Glue Dispenser GLU1001;Nordson Tanah Baru;NF1-M1-PLF-PKG-GLU1001;N40500000014
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1086;Handpallet R1;NF1-M1-PLF-MHL-HPL1086;N30300000049
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1087;Handpallet R2;NF1-M1-PLF-MHL-HPL1087;F303015BN006
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1088;Handpallet R3;NF1-M1-PLF-MHL-HPL1088;F303015BN007
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1089;Handpallet R4;NF1-M1-PLF-MHL-HPL1089;F303015BN008
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1090;Handpallet R5;NF1-M1-PLF-MHL-HPL1090;F303015BN009
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1091;Handpallet R6;NF1-M1-PLF-MHL-HPL1091;F303015BN010
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1092;Handpallet R7;NF1-M1-PLF-MHL-HPL1092;F303014KN038
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1093;Handpallet R8;NF1-M1-PLF-MHL-HPL1093;F303015DN020
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1094;Handpallet R9;NF1-M1-PLF-MHL-HPL1094;F303015DN019
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1095;Handpallet S1;NF1-M1-PLF-MHL-HPL1095;F303015BN018
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1096;Handpallet S2;NF1-M1-PLF-MHL-HPL1096;F303015BM008
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1097;Handpallet S3;NF1-M1-PLF-MHL-HPL1097;F303015BM006
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Handpallet;Handpallet HPL1098;Handpallet S4;NF1-M1-PLF-MHL-HPL1098;F30300000049
Nutrifood;Ciawi;M1;PLB;Gudang Jadi;Utility;Material handling;Katrol;Katrol KTR1013;Katrol M1;NF1-M1-PLB-MHL-KTR1013;N30300000059
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Pallet Mover;Pallet Mover PMV1015;Pallet mover M1;NF1-M1-PLF-MHL-PMV1016;F303015GB015, F303015DB006, F303015DB008
Nutrifood;Ciawi;M1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1063;Submersible Sumur-4;NF1-M1-PEA-WTR-PMP1063;
Nutrifood;Ciawi;M1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1064;Pompa Transfer Sumur-4-1;NF1-M1-PEA-WTR-PMP1064;
Nutrifood;Ciawi;M1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1065;Pompa Transfer Sumur-4-2;NF1-M1-PEA-WTR-PMP1065;
Nutrifood;Ciawi;M1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1066;Sumbersible Sumur-5;NF1-M1-PEA-WTR-PMP1066;
Nutrifood;Ciawi;M1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1067;Pompa Transfer Sumur-5-1;NF1-M1-PEA-WTR-PMP1067;
Nutrifood;Ciawi;M1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1068;Pompa Transfer Sumur-5-2;NF1-M1-PEA-WTR-PMP1068;
Nutrifood;Ciawi;M1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1069;Pompa Transfer Tanah Baru-1;NF1-M1-PEA-WTR-PMP1069;
Nutrifood;Ciawi;M1;PEA;Utility;Utility;Water distribution;Pompa;Pompa PMP1070;Pompa Transfer Tanah Baru-2;NF1-M1-PEA-WTR-PMP1070;
Nutrifood;Ciawi;M1;YAA;Office;Utility;Electricity;Portal;Portal POR1002;Portal Plant Tanah Baru;NF1-M1-YAA-ELC-POR1002;
Nutrifood;Ciawi;M1;PLF;Fillpack;Fillpack A;Packing;Printer;Printer PRT1027;Printer Retur;NF1-M1-PLF-PKG-PRT1027;
Nutrifood;Ciawi;M1;PLF;Gudang Retur;Fillpack A;Packing;Printer;Printer PRT1030;Printer Retur/Marsch;NF1-M1-PLF-PKG-PRT1030;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Reach Truck;Reach Truck RTR1004;Reach Truck M1;NF1-M1-PLF-MHL-RTR1004;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1006;Rolling Door M1;NF1-M1-PLF-MHL-ROD1006;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1007;Rolling Door M2;NF1-M1-PLF-MHL-ROD1007;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1008;Rolling Door M3;NF1-M1-PLF-MHL-ROD1008;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1009;Rolling Door M4;NF1-M1-PLF-MHL-ROD1009;
Nutrifood;Ciawi;M1;PLB;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1010;Rolling Door M5;NF1-M1-PLB-MHL-ROD1010;
Nutrifood;Ciawi;M1;PLB;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1011;Rolling Door M6;NF1-M1-PLB-MHL-ROD1011;
Nutrifood;Ciawi;M1;PLB;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1012;Rolling Door M7;NF1-M1-PLB-MHL-ROD1012;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1013;Rolling Door M8;NF1-M1-PLF-MHL-ROD1013;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1014;Rolling Door M9;NF1-M1-PLF-MHL-ROD1014;
Nutrifood;Ciawi;M1;PLF;Gudang Jadi;Utility;Material handling;Rolling Door;Rolling Door ROD1015;Rolling Door M10;NF1-M1-PLF-MHL-ROD1015;
Nutrifood;Ciawi;M1;PLF;Fillpack;Fillpack A;Packing;Wrapping;Wrapping WRP1016;Packing Retur;NF1-M1-PLF-PKG-WRP1016;
Nutrifood;Ciawi;I1;PCA;QC Bahan Baku;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1166;AC QC Bahan Baku I1;NF1-I1-PCA-AHL-ACD1166;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Air Handling;Exhaust Fan;Exhaust Fan;Exhaust Fan;Exhaust Fan;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas;Utility;Material handling;Handpallet;Handpallet HPL1099;Handpallet gudang baku;NF1-C1-PLA-MHL-HPL1099;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Electricity;Lampu;Lampu A1;Lampu A1;Lampu A1;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Electricity;Lampu;Lampu A2;Lampu A2;Lampu A2;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Electricity;Lampu;Lampu B1;Lampu B1;Lampu B1;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Electricity;Lampu;Lampu C1;Lampu C1;Lampu C1;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Electricity;Lampu;Lampu D1;Lampu D1;Lampu D1;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Electricity;Lampu;Lampu F1;Lampu F1;Lampu F1;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Electricity;Lampu;Lampu G1;Lampu G1;Lampu G1;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Electricity;Lampu;Lampu G2;Lampu G2;Lampu G2;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Electricity;Lampu;Lampu G3;Lampu G3;Lampu G3;
Nutrifood;Ciawi;E2;PEA;Utility;Utility;Electricity;Lampu;Lampu H1;Lampu H1;Lampu H1;
