Corporate;Plant;Building;User Dept;User WoC;Eng WoC;System;Name;Field's Name;Soon to be deleted column;Machine ID;Assets ID
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1088;Bin SS 1500 No.28;NF1-A2-PRA-PRC-BIN1088;T40400000037
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1089;Bin SS 1500 No.14;NF1-A2-PRA-PRC-BIN1089;T40400000009
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1090;Bin SS 1500 No.11;NF1-A2-PRA-PRC-BIN1090;T40400000006
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1091;Bin SS 1500 No.39;NF1-A2-PRA-PRC-BIN1091;T40400000049
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1092;Bin SS 1500 No.24;NF1-A2-PRA-PRC-BIN1092;T40400000033
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1093;Bin SS 1500 No.18;NF1-A2-PRA-PRC-BIN1093;T40400000013
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1094;Bin SS 1500 No.08;NF1-A2-PRA-PRC-BIN1094;RF404010AB005
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1095;Bin SS 1500 No.29;NF1-A2-PRA-PRC-BIN1095;T40400000038
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1096;Bin SS 1500 No.13;NF1-A2-PRA-PRC-BIN1096;T40400000008
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1097;Bin SS 1500 No.37;NF1-A2-PRA-PRC-BIN1097;T40400000047
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1098;Bin SS 1500 No.04;NF1-A2-PRA-PRC-BIN1098;RF404010AB001
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1099;Bin SS 1500 No.42;NF1-A2-PRA-PRC-BIN1099;T40400000052
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1100;Bin SS 1500 No.17;NF1-A2-PRA-PRC-BIN1100;T40400000012
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1101;Bin SS 1500 No.01;NF1-A2-PRA-PRC-BIN1101;T40400000053
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1102;Bin SS 1500 No.25;NF1-A2-PRA-PRC-BIN1102;T40400000034
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1103;Bin SS 1500 No.15;NF1-A2-PRA-PRC-BIN1103;T40400000010
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1104;Bin SS 1500 No.27;NF1-A2-PRA-PRC-BIN1104;T40400000036
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1105;Bin SS 1500 No.41;NF1-A2-PRA-PRC-BIN1105;T40400000051
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1106;Bin SS 1500 No.21;NF1-A2-PRA-PRC-BIN1106;T40400000016
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1107;Bin SS 1500 No.26;NF1-A2-PRA-PRC-BIN1107;T40400000035
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1108;Bin SS 1500 No.22;NF1-A2-PRA-PRC-BIN1108;T40400000017
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1109;Bin SS 1500 No.02;NF1-A2-PRA-PRC-BIN1109;T40400000059
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1110;Bin SS 1500 No.20;NF1-A2-PRA-PRC-BIN1110;T40400000015
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1111;Bin SS 1500 No.35;NF1-A2-PRA-PRC-BIN1111;T40400000044
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1112;Bin SS 1500 No.46;NF1-A2-PRA-PRC-BIN1112;RT404007HB001
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1113;Bin SS 1500 No.38;NF1-A2-PRA-PRC-BIN1113;T40400000048
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1114;Bin SS 1500 No.12;NF1-A2-PRA-PRC-BIN1114;T40400000007
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1115;Bin SS 1500 No.23;NF1-A2-PRA-PRC-BIN1115;T40400000018
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1116;Bin SS 1500 No.36;NF1-A2-PRA-PRC-BIN1116;T40400000045
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1117;Bin SS 1500 No.40;NF1-A2-PRA-PRC-BIN1117;T40400000050
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1118;Bin SS 1500 No.09;NF1-A2-PRA-PRC-BIN1118;RF404010AB006
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1119;Bin - 1500 L;NF1-A2-PRA-PRC-BIN1119;RF404014EB019
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Processing;Bin;Bin BIN1120;Bin - 1500 L;NF1-A2-PRA-PRC-BIN1120;RF404014EB020
Nutrifood;Ciawi;A2;PRA;Processing;Fillpack A;Washer;Bin Washer;Bin Washer BWS1002;Bin Washer Gd A;NF1-A2-PRA-WSH-BWS1002;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Electricity;Charger;Charger CHG1001;Charger Battery A2-1;NF1-A2-PRA-ELC-CHG1001;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air handling;Dehumidifier;Dehumidifier DHM1001;Dehum - 3 (Feed Lindor);NF1-A2-PRA-AHL-DHM1001;F302013HB032
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air handling;Dehumidifier;Dehumidifier DHM1002;Dehum - 4 (Feed Wolf);NF1-A2-PRA-AHL-DHM1002;T30200000041
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Air handling;Dust Collector;Dust Collector DCL1002;Dust Collector Feed Lindor;NF1-A2-PRA-AHL-DCL1002;U302009AB028, U302009AB029
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Filling;Filling Single Line;Filling Single Line F1L1001;Filling Masema 01;NF1-A2-PRA-FLG-F1L1001;
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Filling;Filling Single Line;Filling Single Line F1L1002;Filling Masema 02;NF1-A2-PRA-FLG-F1L1002;
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Filling;Filling Single Line;Filling Single Line F1L1003;Filling Masema 03;NF1-A2-PRA-FLG-F1L1003;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Material handling;Katrol;Katrol KTR1001;Katrol A-1;NF1-A2-PRA-MHL-KTR1001;F404013EB009
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Material handling;Katrol;Katrol KTR1002;Katrol Hoist Battery;NF1-A2-PRA-MHL-KTR1002;
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Filling;Mesin Ayak;Mesin Ayak MYK1001;Lou Sung #1000 - 1;NF1-A2-PRA-FLG-MYK1001;
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Filling;Mesin Ayak;Mesin Ayak MYK1002;Lou Sung #1000 - 2;NF1-A2-PRA-FLG-MYK1002;
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Filling;Mesin Ayak;Mesin Ayak MYK1003;Lou Sung #800 - 1;NF1-A2-PRA-FLG-MYK1003;
Nutrifood;Ciawi;A2;PRA;Fillpack;Fillpack A;Filling;Mesin Ayak;Mesin Ayak MYK1004;Lou Sung #800 - 2;NF1-A2-PRA-FLG-MYK1004;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Material handling;Pallet Mover;Pallet Mover PMV1002;Pallet mover A2;NF1-A2-PRA-MHL-PMV1002;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Water distribution;Pompa;Pompa PMP1079;Split water Produksi A;NF1-A2-PRA-WTR-PMP1079;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Material handling;Rapid Door;Rapid Door RPD1006;Rapid Roll WIP A2;NF1-A2-PRA-MHL-RPD1006;
Nutrifood;Ciawi;A2;PRA;Fillpack;Utility;Material handling;Rapid Door;Rapid Door RPD1007;Rapid Roll Feed Lindor;NF1-A2-PRA-MHL-RPD1007;
Nutrifood;Ciawi;B1;PPA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1032;AC Office PPIC;NF1-B1-PPA-AHL-ACD1032;
Nutrifood;Ciawi;B1;PPA;Office;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1033;AC PPIC Manager;NF1-B1-PPA-AHL-ACD1033;
Nutrifood;Ciawi;B1;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1002;Smoke/Heat Detector Gedung B;NF1-B1-PEA-FEP-FDT1002;
Nutrifood;Ciawi;B1;PEA;Utility;Utility;Electricity;Penangkal Petir;Penangkal Petir PPT1001;Penangkal Petir - 1;NF1-B1-PEA-ELC-PPT1001;
Nutrifood;Ciawi;B1;PEA;Utility;Utility;Electricity;Trafo;Trafo TRF1001;Trafo Plant A;NF1-B1-PEA-ELC-TRF1001;U301008EB003
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1034;AC Karantina;NF1-C1-PLA-AHL-ACD1034;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1035;AC Staging;NF1-C1-PLA-AHL-ACD1035;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1036;AC Baku K11 /3SW;NF1-C1-PLA-AHL-ACD1036;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1037;AC Baku K31 /2SD;NF1-C1-PLA-AHL-ACD1037;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1038;AC Gudang Alergon;NF1-C1-PLA-AHL-ACD1038;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1039;AC Timbang Lt1;NF1-C1-PLA-AHL-ACD1039;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1040;AC Minor;NF1-C1-PLA-AHL-ACD1040;
Nutrifood;Ciawi;C1;PCA;QC Bahan Baku;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1041;AC QC Bahan Baku;NF1-C1-PCA-AHL-ACD1041;
Nutrifood;Ciawi;C1;PCA;QC Kalibrasi;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1042;AC QC Kalibrasi;NF1-C1-PCA-AHL-ACD1042;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1162;AC R. Storage MN2;NF1-C1-PLA-AHL-ACD1162;
Nutrifood;Ciawi;C1;REA;Laboratory;Utility;Air handling;Chiller;Chiller CHL1001;Chiller - 1 (R&D);NF1-C1-REA-AHL-CHL1001;F115112JB005
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Dehumidifier;Dehumidifier DHM1003;Dehum - 5 (Alergon);NF1-C1-PLA-AHL-DHM1003;
Nutrifood;Ciawi;C1;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1003;Smoke/Heat Detector Gedung C1;NF1-C1-PEA-FEP-FDT1003;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Freezer;Freezer FRZ1001;Freezer 1 (A);NF1-C1-PLA-AHL-FRZ1001;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Freezer;Freezer FRZ1002;Freezer 2 (B);NF1-C1-PLA-AHL-FRZ1002;U302008JB024
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Freezer;Freezer FRZ1003;Freezer 3 (C);NF1-C1-PLA-AHL-FRZ1003;F3010000093
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Freezer;Freezer FRZ1004;Freezer 4 (D);NF1-C1-PLA-AHL-FRZ1004;F302000KN006
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Freezer;Freezer FRZ1005;Freezer 5 (E);NF1-C1-PLA-AHL-FRZ1005;T30100000100
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Freezer;Freezer FRZ1006;Freezer 6 (F);NF1-C1-PLA-AHL-FRZ1006;N30200000109
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Freezer;Freezer FRZ1007;Freezer 7 (G);NF1-C1-PLA-AHL-FRZ1007;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Freezer;Freezer FRZ1008;Freezer 8 (H);NF1-C1-PLA-AHL-FRZ1008;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Freezer;Freezer FRZ1009;Freezer 9 (I);NF1-C1-PLA-AHL-FRZ1009;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1014;Handpallet AS01;NF1-C1-PLA-MHL-HPL1014;F303014DN019
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1015;Handpallet AS02;NF1-C1-PLA-MHL-HPL1015;F303014EN020
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1016;Handpallet AS03;NF1-C1-PLA-MHL-HPL1016;U303008EB001
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1017;Handpallet AS04;NF1-C1-PLA-MHL-HPL1017;F303009KB009
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1018;Handpallet AS05;NF1-C1-PLA-MHL-HPL1018;F303009KB008
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1019;Handpallet AS06;NF1-C1-PLA-MHL-HPL1019;F303013EN007
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1020;Handpallet AP01;NF1-C1-PLA-MHL-HPL1020;F303014IN030
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1021;Handpallet AP02;NF1-C1-PLA-MHL-HPL1021;F303015CN011
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1022;Handpallet AP03;NF1-C1-PLA-MHL-HPL1022;F303015CN012
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1023;Handpallet AP04;NF1-C1-PLA-MHL-HPL1023;F303012IN007
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Handpallet;Handpallet HPL1024;Handpallet AP05;NF1-C1-PLA-MHL-HPL1024;F303008EB002
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Fillpack A;Water distribution;Pompa;Pompa PMP1001;Pompa sorbitol C1;NF1-C1-PLA-WTR-PMP1001;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Water distribution;Pompa;Pompa PMP1002;Split water C1;NF1-C1-PLA-WTR-PMP1002;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Vacuum Cleaner;Vacuum Cleaner VCC1003;Vacuum Cleaner C-1;NF1-C1-PLA-AHL-VCC1003;F302010EB022
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Vacuum Cleaner;Vacuum Cleaner VCC1004;Vacuum Cleaner C-2;NF1-C1-PLA-AHL-VCC1004;F302015CN006
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Vacuum Cleaner;Vacuum Cleaner VCC1005;Vacuum Cleaner C-3;NF1-C1-PLA-AHL-VCC1005;F302015CN008
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Vacuum Cleaner;Vacuum Cleaner VCC1006;Vacuum Cleaner C-4;NF1-C1-PLA-AHL-VCC1006;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Vacuum Cleaner;Vacuum Cleaner VCC1007;Vacuum Cleaner C-5;NF1-C1-PLA-AHL-VCC1007;
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Vacuum Cleaner;Vacuum Cleaner VCC1008;Vacuum Cleaner C-6;NF1-C1-PLA-AHL-VCC1008;F302014KB030
Nutrifood;Ciawi;C1;PLA;Gudang Baku Kemas Kemas;Utility;Air handling;Vacuum Cleaner;Vacuum Cleaner VCC1009;Vacuum Cleaner C-7;NF1-C1-PLA-AHL-VCC1009;
Nutrifood;Ciawi;C2;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1043;AC Mayor;NF1-C2-PLA-AHL-ACD1043;
Nutrifood;Ciawi;C2;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1044;AC Timbang Baku /4SW;NF1-C2-PLA-AHL-ACD1044;
Nutrifood;Ciawi;C2;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1045;AC Premix /2SW;NF1-C2-PLA-AHL-ACD1045;
Nutrifood;Ciawi;C2;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1046;AC Timbang Flavour Baku A /4SW;NF1-C2-PLA-AHL-ACD1046;
Nutrifood;Ciawi;C2;PLA;Gudang Baku Kemas Kemas;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1047;AC Simpan Koridor C2;NF1-C2-PLA-AHL-ACD1047;
Nutrifood;Ciawi;C2;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1004;Smoke/Heat Detector Gedung C2;NF1-C2-PEA-FEP-FDT1004;
Nutrifood;Ciawi;C2;PLA;Gudang Baku Kemas Kemas;Utility;Material handling;Katrol;Katrol KTR1003;Katrol C-1;NF1-C2-PLA-MHL-KTR1003;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1048;AC Filling APM;NF1-D1-PRA-AHL-ACD1048;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1049;AC Filling KCM;NF1-D1-PRA-AHL-ACD1049;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1050;AC Filling Jam;NF1-D1-PRA-AHL-ACD1050;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1051;AC Bottle cooler;NF1-D1-PRA-AHL-ACD1051;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1052;AC Cuci Lab;NF1-D1-RSL-AHL-ACD1052;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1053;AC Preparasi 1;NF1-D1-RSL-AHL-ACD1053;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1054;AC Ruang Instrument Panas;NF1-D1-RSL-AHL-ACD1054;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1055;AC Ruang Preparasi 2;NF1-D1-RSL-AHL-ACD1055;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1056;AC Timbang Lab;NF1-D1-RSL-AHL-ACD1056;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1057;AC Incubator;NF1-D1-RSL-AHL-ACD1057;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1058;AC Ruang Analisa Mikro;NF1-D1-RSL-AHL-ACD1058;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1059;AC Ruang Instrument Dingin;NF1-D1-RSL-AHL-ACD1059;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1060;AC Ruang Analisa Kimia;NF1-D1-RSL-AHL-ACD1060;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1061;AC Ruang Kulkas;NF1-D1-RSL-AHL-ACD1061;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Air Conditioner;Air Conditioner ACD1062;AC Office RnD lt 1;NF1-D1-RSL-AHL-ACD1062;
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air handling;Air Conditioner;Air Conditioner ACD1165;AC Ruang UPS;NF1-D1-RSL-AHL-ACD1165;F304017EN008
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Air Handling;Air Curtain;Air Curtain ACT1001;Air Curtain Pintu Keluar;NF1-D1-PRA-AHL-ACT1001;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Air Handling;Air Curtain;Air Curtain ACT1002;Air Curtain Pintu Masuk;NF1-D1-PRA-AHL-ACT1002;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Compressed air;Air Dryer;Air Dryer ADY1001;Air Dryer TC36 - 1;NF1-D1-PEA-CPA-ADY1001;T30200000002
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Compressed air;Air Dryer;Air Dryer ADY1002;Air Dryer TC36 - 2;NF1-D1-PEA-CPA-ADY1002;T30200000003
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air Handling;Blower;Blower BLW1001;Blower Ruang Asam;NF1-D1-RSL-AHL-BLW1001;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Carton sealer;Carton sealer CSL1008;Best Pack 06;NF1-D1-PRA-PKG-CSL1008;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Carton sealer;Carton sealer CSL1009;Best Pack 07;NF1-D1-PRA-PKG-CSL1009;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Air handling;Cooling Tower;Cooling Tower CTW1001;Cooling Tower - 1 (PHE);NF1-D1-PRA-AHL-CTW1001;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Air handling;Cooling Tower;Cooling Tower CTW1002;Cooling Tower - 2 (VC);NF1-D1-PRA-AHL-CTW1002;F302010CB015
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Air handling;Cooling Tower;Cooling Tower CTW1003;Cooling Tower - 3 (APM);NF1-D1-PRA-AHL-CTW1003;F115112JB004
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Lab Equipment;Destilator;Destilator DES1001;;NF1-D1-RSL-LAB-DES1001;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Filling;Filling Botol;Filling Botol FBT1001;APM;NF1-D1-PRA-FLG-FBT1001;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Filling;Filling Botol;Filling Botol FBT1002;KCM;NF1-D1-PRA-FLG-FBT1002;
Nutrifood;Ciawi;D1;PEA;Utility;Utility;Fire Extingusher Plant;Fire Detector;Fire Detector FDT1005;Smoke/Heat Detector Gedung D1;NF1-D1-PEA-FEP-FDT1005;
Nutrifood;Ciawi;D1;RSL;Laboratory;Fillpack A;Packing;Foot sealer;Foot sealer FSL1002;;NF1-D1-RSL-PKG-FSL1002;F115100KN010
Nutrifood;Ciawi;D1;RSL;Laboratory;Utility;Air handling;Freezer;Freezer FRZ1010;;NF1-D1-RSL-AHL-FRZ1010;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Material handling;Handpallet;Handpallet HPL1025;Handpallet - D1;NF1-D1-PRA-MHL-HPL1025;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Material handling;Handpallet;Handpallet HPL1026;Handpallet - D2;NF1-D1-PRA-MHL-HPL1026;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Material handling;Handpallet;Handpallet HPL1027;Handpallet - D3;NF1-D1-PRA-MHL-HPL1027;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Material handling;Handpallet;Handpallet HPL1028;Handpallet - D4;NF1-D1-PRA-MHL-HPL1028;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Material handling;Handpallet;Handpallet HPL1029;Handpallet - D5;NF1-D1-PRA-MHL-HPL1029;
Nutrifood;Ciawi;D1;PRA;Syrup;Utility;Material handling;Handpallet;Handpallet HPL1030;Handpallet - D6;NF1-D1-PRA-MHL-HPL1030;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Konveyor;Konveyor KVY1011;TTC Syrup;NF1-D1-PRA-PKG-KVY1011;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Konveyor;Konveyor KVY1012;TTC Jam;NF1-D1-PRA-PKG-KVY1012;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Packing;Labeller;Labeller LBL1001;Labeller;NF1-D1-PRA-PKG-LBL1001;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Mixer;Mixer MXR1003;Mixer Gum;NF1-D1-PRA-PRC-MXR1003;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Mixer;Mixer MXR1004;Meat Mincer TS-22;NF1-D1-PRA-PRC-MXR1004;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Mixer;Mixer MXR1005;Mixer Pactin;NF1-D1-PRA-PRC-MXR1005;
Nutrifood;Ciawi;D1;PRA;Syrup;Fillpack A;Processing;Mixer;Mixer MXR1006;Bear Verimixer;NF1-D1-PRA-PRC-MXR1006;
